Aleph-ID|Autor|Titel|Aufl.|Jahr|ISBN|SPRACHE|Signatur|Fach
000689112|Rinne, Horst|Statistische Analyse multivariater Daten||2000|3-486-25403-0|ger|110 SK 830 R582|11
000744435|Rivkin, Julie|Literary theory|1. publ.|1998|0-631-20028-2|eng|110 EC 1820 R625|27
001571915|Robbers, Gerhard|Einführung in das deutsche Recht|5. Aufl.|2012|978-3-8329-7486-2|ger|110 PC 2700 R631(5)|09
000720360|Roberts, Ian G.|Diachronic syntax|1. publ.|2007|0-19-928366-4|eng|110 ET 620 R644|27
001506504|Roberts, Ian G.|Syntactic change|digitally printed version|2008|978-0-521-79056-7|eng|110 ET 640 R644|29
001618928|Roche, Jörg|Fremdsprachenerwerb Fremdsprachendidaktik|3., vollst. überarb. Aufl.|2013|978-3-8252-4038-7|ger|110 ER 925 R673(3)|27
001403132|Roelcke, Thorsten|Geschichte der deutschen Sprache|Orig.-Ausg.|2009|978-3-406-56280-8|ger|110 GC 1125 R714|29
001192062|Roesler, Alexander|Grundbegriffe der Medientheorie||2005|3-8252-2680-8|ger|110 AP 13500 R718|25
001700151|Rogers, Bruce|The complete guide to the TOEFL test|ISE, international student ed., IBT ed., [Nachdr.]|2007|978-1-4130-2306-0|eng|110 HD 220 R724|01
001398066|Rohrschneider, Uta|Die besten Bewerbungsmuster|4., aktualisierte Aufl.|2009|978-3-448-08780-2|ger|110 AL 43950 R739(4)|01
001309466|Rohrschneider, Uta|Die besten Bewerbungsmuster für Führungskräfte|2., aktualisierte Aufl.|2006|3-448-07239-7|ger|110 AL 43950 R739 F953|01
000714131|Romaine, Suzanne|Language in society|5. [print.]|1994|0-19-875133-8|eng|110 ES 100 R757|27
001526327|Romer, David|Advanced macroeconomics|4. ed.|2012|0-07-351137-4|eng|110 QC 300 R763(4)|08
000834903|Rosen, Kenneth H.|Handbook of discrete and combinatorial mathematics||2000|0-8493-0149-1|eng|110 SK 170 R813|11
001391310|Rosenstiel, Lutz von|Führung von Mitarbeitern|6., überarb. Aufl.|2009|978-3-7910-2829-3|ger|110 QV 584 R815|08
001205860|Rosenstiel, Lutz von|Organisationspsychologie|9., vollst. überarb. und erw. Aufl.|2005|3-17-016933-5|ger|110 CW 4500 R815(9)|03
001330457|Ross, Stephen A.|Modern financial management|8. ed., [internat. student ed.]|2008|978-0-07-128652-7|eng|110 QP 700 R823|08
000841868|Rossi, Peter H.|Evaluation|7. ed.|2004|0-7619-0894-3|eng|110 CM 3300 R833|03
001447052|Rost, Detlef H.|Handwörterbuch pädagogische Psychologie|4., überarb. und erw. Aufl.|2010|978-3-621-27690-0|ger|110 CX 1000 R839(4)|05
001611636|Rost, Detlef H.|Interpretation und Bewertung pädagogisch-psychologischer Studien|3., vollst. überarb. und erw. Aufl.|2013|978-3-8252-8518-0|ger|110 CS 1000 R839(3)|03
001620684|Roth, Günter H.|Handels- und Gesellschaftsrecht|8., neu bearb. Aufl.|2013|978-3-8006-4682-1|ger|110 PE 345 R845(8)|09
000437548|Roxin, Claus|Strafrecht|4., vollständig neu bearb. Aufl.|2006|3-406-53071-0|ger|110 PH 3000 R887-1(4)|09
000805524|Roxin, Claus|Täterschaft und Tatherrschaft|8. Aufl.|2006|3-89949-194-7|ger|110 PH 3160 R887(8)|09
001434177|Ruder, Karl-Heinz|Polizeirecht Baden-Württemberg|7. Aufl.|2011|978-3-8329-5379-9|ger|110 PN 361 R915(7)|09
001014046|Rudolphi, Hans-Joachim|Fälle zum Strafrecht|5., überarb. Aufl.|2000|3-406-46240-5|ger|110 PH 2620 R917(5)|09
001497073|Rudzio, Wolfgang|Das politische System der Bundesrepublik Deutschland|8., aktualisierte u. erw. Aufl.|2011|3-531-17582-3|ger|110 MG 15000 R917(8)|07
001578006|Ruhnke, Klaus|Rechnungslegung nach IFRS und HGB|3., überarb. und erw. Aufl.|2012|978-3-7910-3057-9|ger|110 QP 820 R933(3)|08
001687990|Russell, Stuart J.|Artificial intelligence|3. ed., Pearson new international ed.|2014|978-1-29202-420-2|eng|110 ST 300 R967(3e)|12
001558491|Russell, Stuart J.|Künstliche Intelligenz|3., aktualisierte Aufl.|2012|978-3-86894-098-5|ger|110 ST 300 R967(3)|12
001506178|Russett, Bruce M.|World politics|9. ed., international ed.|2010|0-495-79738-3|eng|110 MK 1100 R968|07
001519463|Ruthig, Josef|Öffentliches Wirtschaftsrecht|3., neu bearb. Aufl.|2011|978-3-8114-9814-3|ger|110 PN 744 R975(3)|09
000875265|Rössler, Patrick|Inhaltsanalyse||2005|3-8252-2671-9|ger|110 AP 13550 R718|25
001458872|Rümelin, Johannes|Klausurenband Umsatzsteuer|4., überarb. u. aktualisierte Aufl.|2010|978-3-482-53534-5|ger|110 PP 4527 R921|09
001522156|Rüthers, Bernd|Allgemeiner Teil des BGB|17., überarb. Aufl.|2011|978-3-406-62497-1|ger|110 PD 3006 R921(17)|09
001467484|Rüthers, Bernd|Arbeitsrecht|18., neu bearb. Aufl.|2011|978-3-17-021515-3|ger|110 PF 250 B885(18)|09
001635162|Saake, Gunter|Algorithmen und Datenstrukturen|5., überarb. Aufl.|2014|978-3-86490-136-2|ger|110 ST 134 S111(5)|12
000883465|Sachs, Michael|Verfassungsrecht|2. Aufl.|2003|3-540-00003-8|ger|110 PL 400 S121|09
000845072|Samel, Ingrid|Einführung in die feministische Sprachwissenschaft|2., überarb. und erw. Aufl.|2000|3-503-04978-9|ger|110 ER 555 S187|27
001442896|Samuelson, Paul Anthony|Volkswirtschaftslehre|4., aktualisierte Aufl.|2010|978-3-86880-089-0|ger|110 QC 072 S193|08
001498438|Santrock, John W.|Essentials of life-span development|2. ed., international student ed.|2012|978-0-07-131640-8|eng|110 CQ 5500 S237(2)|03
001688378|Sarnowsky, Jürgen|England im Mittelalter|Sonderausg., (2., unveränd. Aufl.)|2012|978-3-534-25618-1|ger|110 NB 2000 S246(2)|34
000760823|Sartori, Giovanni|Demokratietheorie||1992|3-534-11493-0|ger|110 ME 3100 S251|07
000102123|Sauer, Walter|American English pronunciation||0||eng|110 HD 224 S255-CD1|28
000107801|Sauer, Walter|American English pronunciation||0||eng|110 HD 224 S255-CD2|28
001683467|Sauer, Walter|American English pronunciation|4., rev. ed.|2011|978-3-8253-5289-9|ger|110 HD 224 S255(4e)|28
001004067|Saussure, Ferdinand de|Grundfragen der allgemeinen Sprachwissenschaft|3. Aufl. / mit einem Nachw. von Peter Ernst|2001|3-11-017015-9|ger|110 ER 560 S259|27
000798575|Schabert, Ina|Shakespeare-Handbuch||1972|3-520-38601-1|ger|110 HI 3300 S291|28
000940879|Schabert, Ina|Shakespeare-Handbuch|2. Aufl.|1978|3-520-38602-X|ger|110 HI 3300 S291(2)|28
001639841|Schack, Haimo|BGB - Allgemeiner Teil|14., neu bearb. Aufl.|2013|978-3-8114-9356-8|ger|110 PD 3006 S291(14)|09
001617727|Schack, Haimo|Urheber- und Urhebervertragsrecht|6., neu bearb. Aufl.|2013|978-3-16-152502-5|ger|110 PE 743 S291(6)|09
001049872|Schader, Martin|Java|4., aktualisierte und erw. Aufl.|2003|3-540-00663-X|ger|110 ST 250 J35 S292|12
001089049|Schader, Martin|Programmieren in C++|5., neubearb. Aufl.|1998|3-540-63776-1|ger|110 ST 250 C01 S292|12
001509253|Schandry, Rainer|Biologische Psychologie|3., vollst. überarb. Aufl.|2011|978-3-621-27683-2|ger|110 CZ 1000 B615(3)|03
001427710|Schanze, Helmut|Grundkurs Medienwissenschaften|1. Aufl.|2009|978-3-12-939006-1|ger|110 AP 12800 S299|25
000938972|Schanze, Helmut|Metzler-Lexikon Medientheorie - Medienwissenschaft||2002|3-476-01761-3|ger|110 AP 12700 S299|25
000727811|Schapp, Jan|Sachenrecht|3. Aufl. / bearb. von Jan Schapp und Wolfgang Schur|2002|3-8006-2846-5|ger|110 PD 6206 S299(3)|09
001519329|Scheffler, Wolfram|Besteuerung von Unternehmen|7., neu bearb. Aufl.|2011|978-3-8114-9817-4|ger|110 QL 800 S317-2(7)|08
001557434|Scheffler, Wolfram|Besteuerung von Unternehmen|12., neu bearb. Aufl.|2012|978-3-8114-9816-7|ger|110 QL 800 S317-1(12)|08
001602766|Scheffler, Wolfram|Besteuerung von Unternehmen|2., neu bearb. Aufl.|2013|978-3-8114-9467-1|ger|110 QL 800 S317-3(2)|08
001392527|Scheffler, Wolfram|Internationale betriebswirtschaftliche Steuerlehre|3., vollst. überarb. Aufl.|2009|978-3-8006-3614-3|ger|110 QL 530 S317(3)|08
001507621|Schellhammer, Kurt|Schuldrecht nach Anspruchsgrundlagen|8., neu bearb. Aufl.|2011|978-3-8114-1592-8|ger|110 PD 2700 S322(8)|09
001606730|Schellhammer, Kurt|Zivilprozess|14., neu bearb. Aufl.|2012|978-3-8114-4111-8|ger|110 PG 455 S322(14)|09
001623641|Schenke, Wolf-Rüdiger|Polizei- und Ordnungsrecht|8., neu bearb. Aufl.|2013|978-3-8114-9342-1|ger|110 PN 355 S324(8)|09
001639980|Schenke, Wolf-Rüdiger|Verwaltungsgerichtsordnung|20., neubearb. Aufl.|2014|978-3-406-66214-0|ger|110 PN 944 K83(20|09
001555599|Schenke, Wolf-Rüdiger|Verwaltungsprozessrecht|13., neu bearb. Aufl.|2012|978-3-8114-9852-5|ger|110 PN 945 S324(13)|09
001414448|Scheufele, Bertram|Empirische Kommunikationsforschung||2009|978-3-8252-3211-5|ger|110 AP 13550 S328|25
001553257|Schichl, Hermann|Einführung in das mathematische Arbeiten|2., überarb. Aufl.|2012|978-3-642-28645-2|ger|110 SK 110 S329(2)|11
001494804|Schieder, Siegfried|Theorien der internationalen Beziehungen|3., überarb. u. aktual. Aufl.|2010|978-3-8252-2315-1|ger|110 MK 1100 S332(3)|07
001288603|Schildt, Gerhard|Die Arbeiterschaft im 19. und 20. Jahrhundert||1996|3-486-55010-1|ger|110 NB 2000 S334|34
001459158|Schilken, Eberhard|Zivilprozessrecht|6., neu bearb. Aufl.|2010|978-3-8006-4105-5|ger|110 PG 455 S334(6)|09
001639825|Schimmel, Roland|Juristische Klausuren und Hausarbeiten richtig formulieren|11., überarb. u. erw. Aufl.|2014|978-3-8006-4732-3|ger|110 PC 5720 S335 J95(11)|09
001519272|Schimmel, Roland|Juristische Themenarbeiten|2., neu bearb. und erw. Aufl.|2011|978-3-8114-9793-1|ger|110 PC 5720 S335(2)|09
001688386|Schindling, Anton|Bildung und Wissenschaft in der frühen Neuzeit|2. Aufl.|1999|3-486-56422-6|ger|110 NB 1600 S336(2)|34
001608641|Schira, Josef|Statistische Methoden der VWL und BWL|4., aktualisierte Aufl.|2012|978-3-86894-117-3|ger|110 QH 231 S337(4)|08
001575133|Schlaich, Klaus|Das Bundesverfassungsgericht|9., neu bearb. Aufl.|2012|978-3-406-63408-6|ger|110 PL 478 S338(9)|09
001624252|Schlechtriem, Peter|Internationales UN-Kaufrecht|5., neubearb. Aufl.|2013|978-3-16-151839-3|ger|110 PU 1532 S339(5)|09
000835070|Schlechtriem, Peter|Schuldrecht, Besonderer Teil|6., weitgehend neubearb. Aufl.|2003|3-16-147686-7|ger|110 PD 4306 S339(6)|09
001021646|Schlechtriem, Peter|Schuldrecht, allgemeiner Teil|6., neubearb. Aufl.|2005|3-16-148781-8|ger|110 PD 3606 S339(6)|09
001610752|Schlittgen, Rainer|Einführung in die Statistik|12., korr. Aufl.|2012|978-3-486-71524-8|ger|110 SK 800 S344(12)|11
001236373|Schlosser, Hans|Grundzüge der neueren Privatrechtsgeschichte|10., völlig neu bearb. u. erw. Aufl.|2005|3-8252-0882-6|ger|110 PW 6000 S345|09
001570474|Schlosser, Horst Dieter|Dtv-Atlas deutsche Literatur|Originalausg., 11., durchges. und korrigierte Aufl.|2010|978-3-423-03219-3|ger|110 GE 4001 S345(11)|29
001617731|Schlüter, Wilfried|BGB - Familienrecht|14., neu bearb. Aufl.|2012|978-3-8114-9853-2|ger|110 PD 7306 S346(14)|09
001590190|Schmalen, Helmut|Grundlagen und Probleme der Betriebswirtschaft|15., überarb. und erw. Aufl.|2013|978-3-7910-3235-1|ger|110 QP 120 S347(15)|08
001376367|Schmid, Hans Ulrich|Einführung in die deutsche Sprachgeschichte||2009|978-3-476-02267-7|ger|110 GC 1125 S348|29
001418014|Schmidt, Heinrich|Philosophisches Wörterbuch|23., vollst. neu bearb. Aufl.|2009|978-3-520-01323-1|ger|110 CB 3500 S349|02
001082783|Schmidt, Heinrich Richard|Konfessionalisierung im 16. Jahrhundert||1992|3-486-55038-1|ger|110 NB 1600 S351|34
001404054|Schmidt, Jochen|Heinrich von Kleist|2., unveränd. Aufl.|2009|978-3-534-22253-7|ger|110 GK 5164 S352|29
000556469|Schmidt, Karsten|Gesellschaftsrecht|4., völlig neu bearb. und erw. Aufl.|2002|3-452-24679-5|ger|110 PE 375 S352|09
001636124|Schmidt, Karsten|Unternehmensrecht|6. Aufl.|2014|978-3-452-27796-1|ger|110 PE 345 S352(6)|09
000940319|Schmidt, Klaus D.|Mathematik|2., überarb. Aufl.|2000|3-540-66521-8|ger|110 SK 110 S352|11
001505077|Schmidt, Manfred G.|Demokratietheorien|Lizenzausg., 5. Aufl.|2010|978-3-8389-0059-9|ger|110 ME 3100 S353(5)|07
001370393|Schmidt, Reiner|Kompendium Öffentliches Wirtschaftsrecht|3., überarb. und aktualisierte Aufl.|2007|3-540-48734-4|ger|110 PN 744 S353|09
000896391|Schmidt, Wilhelm|Geschichte der deutschen Sprache|10., verb. u. erw. Aufl. / erarb. unter d. Ltg. von Helmut Langner ...|2007|3-7776-1432-7|ger|110 GC 1125 S354(10)|29
001549435|Schmidt-Atzert, Lothar|Psychologische Diagnostik|5., vollst. überarb. und erw. Aufl.|2012|978-3-642-17000-3|ger|110 CS 1000 A498(5)|03
001639978|Schmidt-Bleibtreu, Bruno|GG - Kommentar zum Grundgesetz|13. Aufl.|2014|978-3-452-28045-9|ger|110 PL 374 S354(13)|09
001378296|Schmitz-Emans, Monika|Einführung in die Literatur der Romantik|2., durchges. Aufl|2007|978-3-534-16519-3|ger|110 GK 2652 S355|29
001099846|Schneider, Reinhard|Das Frankenreich|4., überarb. u. erw. Aufl.|2001|3-486-49694-8|ger|110 NB 1600 S359(4)|34
001626140|Schnell, Rainer|Methoden der empirischen Sozialforschung|10., überarb. Aufl.|2013|978-3-486-72899-6|ger|110 MR 2000 S359(10)|06
000890802|Schnell, Ralf|Geschichte der deutschsprachigen Literatur seit 1945||1993|3-476-00914-9|ger|110 GN 1402 S359|29
000937635|Schnotz, Wolfgang|Pädagogische Psychologie||2006|3-621-27534-7|ger|110 CX 1000 S362 W926|03
001502216|Schnotz, Wolfgang|Pädagogische Psychologie kompakt|2., überarb. und erw. Aufl.|2011|978-3-621-27773-0|ger|110 CX 1000 S362(2)|03
001614615|Schoch, Friedrich|Besonderes Verwaltungsrecht|15. Aufl.|2013|978-3-11-027363-2|ger|110 PN 280 S354(15)|09
001152599|Scholl, Armin|Die Befragung||2003|3-8252-2413-9|ger|110 AP 16500 S368|25
001059837|Scholz, Fred|Geographische Entwicklungsforschung||2004|3-443-07138-4|ger|110 RB 10050 S368|35
000938875|Schorr, Angela|Publikums- und Wirkungsforschung|1. Aufl.|2000|3-531-13385-3|ger|110 AP 12300 S374|25
001459214|Schpak-Dolt, Nikolaus|Einführung in die französische Morphologie|3., durchges. und erg. Auflage|2010|978-3-11-023391-9|ger|110 ID 4450 S376|30
001564091|Schreiber, Ulrich|Besteuerung der Unternehmen|3. Aufl.|2012|978-3-8349-3983-8|ger|110 QL 800 S378(3)|08
001590221|Schreiber, Ulrich|International company taxation||2013|978-3-642-36305-4|eng|110 QL 800 M947(e)|08
001494949|Schreiner, Peter|Byzanz 565 - 1453|4., aktualisierte Aufl.|2011|978-3-486-70271-2|ger|110 NB 1600 S378(4)|34
001414556|Schroeder, Friedrich-Christian|Strafrecht|10., neu bearb. Aufl.|2009|978-3-8114-9613-2|ger|110 PH 3500 M453-1(10)|09
001571365|Schroeder, Friedrich-Christian|Strafrecht|10., neu bearb. Aufl.|2012|978-3-8114-9466-4|ger|110 PH 3500 M453-2(10)|09
000554545|Schräder-Naef, Regula|Rationeller Lernen lernen|21., aktualisierte und neu ausgestattete Aufl.|2003|3-407-36415-6|ger|110 AK 39500 S377|01
000527647|Schröder, Herbert|Funktionalanalysis|2., korr. Aufl.|2000|3-8171-1623-3|ger|110 SK 600 S381|11
001370373|Schuller, Wolfgang|Griechische Geschichte|6., aktualisierte Aufl.|2008|978-3-486-58715-9|ger|110 NB 1400 S386|34
001403571|Schulte-Sasse, Jochen|Einführung in die Literaturwissenschaft|9., unveränd. Aufl.|2001|3-8252-0640-8|ger|110 EC 1110 S386|27
000761913|Schulz, Georg-Michael|Einführung in die deutsche Komödie||2007|3-534-16268-4|ger|110 GE 5656 S388|29
001378335|Schulz, Gerhard|Romantik|Orig.-Ausg., 3. Aufl.|2008|978-3-406-41053-6|ger|110 GK 2501 S388|29
000730009|Schulz, Matthias|Das 19. Jahrhundert||2011|978-3-17-018974-4|ger|110 NB 2000 S389|34
000564836|Schulze, Peter M.|Beschreibende Statistik|5., erw. u. aktualis. Aufl|2003|3-486-27347-7|ger|110 SK 840 S391|11
001462264|Schulze, Winfried|Einführung in die neuere Geschichte|5., überarb. und aktual. Aufl.|2010|978-3-8252-1422-7|ger|110 NB 1600 S391(5)|34
001394959|Schulze-Pillot, Rainer|Einführung in Algebra und Zahlentheorie|2., überarb. u. erw. Aufl.|2008|978-3-540-79569-8|ger|110 SK 200 S391|11
001553562|Schwab, Dieter|Einführung in das Zivilrecht|19., neu bearb. Aufl.|2012|978-3-8114-9854-9|ger|110 PD 2700 S398(19)|09
001639906|Schwab, Dieter|Familienrecht|21., neu bearb. Aufl.|2013|978-3-406-65256-1|ger|110 PD 7306 S398(21)|09
001639955|Schwab, Martin|AGB-Recht|2., neu bearb. Aufl.|2014|978-3-8114-3774-6|ger|110 PD 3526 S398(2)|09
000893311|Schwarz, Jörg|Das europäische Mittelalter||2006|978-3-17-018972-0|ger|110 NB 1600 S411-1|34
000885066|Schwarz, Jörg|Das europäische Mittelalter||2006|978-3-17-019719-0|ger|110 NB 1600 S411-2|34
001366932|Schwarz-Friesel, Monika|Einführung in die kognitive Linguistik|3., vollst. überarb. und erw. Aufl.|2008|978-3-8252-1636-8|ger|110 ER 900 S411|27
000727127|Schwarz-Friesel, Monika|Semantik||1993|3-8233-4951-1|ger|110 ET 430 S411|27
001574775|Schweiger, Günter|Werbung|8., überarb. und erw. Aufl.|2013|978-3-8252-3845-2|ger|110 QP 630 S413(8)|08
000859030|Schweikle, Günther|Metzler Lexikon Literatur|3., völlig neu bearb. Aufl.|2007|3-476-01612-9|ger|110 EC 1020 S413|27
001463212|Schweitzer, Marcell|Systeme der Kosten- und Erlösrechnung|10., überarb. und erw. Aufl.|2011|978-3-8006-3804-8|ger|110 QP 834 S413(10)|08
001455844|Schweitzer, Michael|Staatsrecht, Völkerrecht, Europarecht|10., völlig neu bearb. Aufl.|2010|978-3-8114-9775-7|ger|110 PL 375 S413(10)|09
001570936|Schwerdtfeger, Gunther|Öffentliches Recht in der Fallbearbeitung|14., neu bearb. Aufl.|2012|978-3-406-63663-9|ger|110 PL 210 S415(14)|09
001609071|Schäfer, Carsten|Gesellschaftsrecht|3., neu bearb. Aufl.|2013|978-3-406-64654-6|ger|110 PE 375 S294(3)|09
001578896|Schäfer, Hans-Bernd|Lehrbuch der ökonomischen Analyse des Zivilrechts|5. Aufl.|2012|978-3-642-29121-0|ger|110 PI 4130 S294(5)|09
000718678|Schätzl, Ludwig|Wirtschaftsgeographie|3., überarb. u. erw. Aufl.|2000|3-8252-1052-9|ger|110 RB 10050 S295-2|35
000891600|Schätzl, Ludwig|Wirtschaftsgeographie|9. Aufl.|2003|3-8252-0782-X||110 RB 10050 S295-1|35
001379181|Schöllgen, Gregor|Das Zeitalter des Imperialismus|5., überarb. und erw. Aufl.|2009|978-3-486-58868-2|ger|110 NB 2000 S364|34
000976172|Schönau, Walter|Einführung in die psychoanalytische Literaturwissenschaft|2., aktualisierte u. erw. Aufl.|2003|3-476-12259-X|ger|110 EC 2000 S365(2)|27
000801624|Schöning, Uwe|Logik für Informatiker|5. Aufl.|2000|3-8274-1005-3|ger|110 ST 120 S365|11
001626504|Schönke, Adolf|Strafgesetzbuch|29., neu bearb. Aufl.|2014|978-3-406-65226-4|ger|110 PH 2550 S365(29)|09
001343184|Schößler, Franziska|Einführung in die Gender Studies||2008|3-05-004404-7|ger|110 EC 1876 S367|27
001250231|Schößler, Franziska|Literaturwissenschaft als Kulturwissenschaft||2006|3-7720-8148-7|ger|110 EC 1610 S367|27
001160616|Schützeichel, Rainer|Soziologische Kommunikationstheorien||2004|3-8252-2623-9|ger|110 MR 6600 S385|27
000669397|Sedgewick, Robert|Algorithmen in C++|1. Aufl., 3., unveränd. Nachdr.|1997|3-89319-462-2|ger|110 ST 250 C01|12
000621856|Sellin, Volker|Einführung in die Geschichtswissenschaft|Erw. Neuausg.|2005|3-525-01388-4|ger|110 NB 2200 S467|34
000959560|Sexl, Martin|Einführung in die Literaturtheorie||2004|3-8252-2527-5|ger|110 EC 1820 S518|27
001400670|Shadish, William R.|Experimental and quasi-experimental designs for generalized causal inference|[Nachdr.]|2006|0-395-61556-9|eng|110 CM 3500 S524(2)|03
001566936|Shakespeare, William|Hamlet|8. Aufl.|2010|978-3-423-12483-6|eng|110 HI 3280 S527|28
001683344|Sharpe, Pamela J.|Barron's Practice exercises for the TOEFL - Test of English as a foreign language|7th ed.|2011|978-0-7641-4566-7|eng|110 HD 220 S532 P895(7)|28
001684065|Sharpe, Pamela J.|Barron's TOEFL iBT|14. ed.|2013|978-1-4380-7284-5|eng|110 HD 220 S532(14e)|28
000663254|Shy, Oz|Industrial organization|1. print.|1995|0-262-69179-5|eng|110 QR 200 S562|08
001436087|Sieg, Rainer|Unternehmensumstrukturierung aus arbeitsrechtlicher Sicht|2., neubearb. Aufl.|2010|978-3-406-59557-8|ger|110 PF 370 M395|09
001381478|Siegel, Jeff|The emergence of Pidgin and Creole languages|1. publ.|2008|978-0-19-921666-6|eng|110 HF 571 S571|27
001461356|Simon, Carl P.|Mathematics for economists|1. ed., international student ed.|1994|0-393-95733-0|eng|110 QH 110 S594(e)|08
000502711|Simon, Hermann|Preismanagement|3., vollständig überarb. u. erw. Aufl.|2009|978-3-409-39142-9|ger|110 QP 622 S594|08
001490146|Simonis, Georg|Studium und Arbeitstechniken der Politikwissenschaft|2., überarb. Aufl.|2011|978-3-531-17422-8|ger|110 MB 2300 S599|07
000593199|Sinclair, John McHardy|Collins COBUILD English grammar|1. publ., repr.|1998|0-00-375025-6|eng|110 HF 181 S616|28
001390761|Sittig, Claudius|Arbeitstechniken Germanistik|1. Aufl.|2008|978-3-12-939001-6|ger|110 GB 2908 S623|29
001368228|Skinner, Jody Daniel|Anglo-American cultural studies||2009|978-3-8252-3125-5|ger|110 HD 370 S628|28
001378274|Skirl, Helge|Metapher||2007|978-3-8253-5306-3|ger|110 GE 3701 S628|29
001600600|Slack, Nigel|Operations management|7. ed.|2013|978-0-273-77620-8|eng|110 QP 340 S631(7)|08
001429365|Smith, Jeremy J.|Essentials of Early English|2. ed., repr.|2009|0-415-34258-9|eng|110 HE 130 S651|28
001514951|Smith, Jeremy J.|Sound change and the history of English|1. publ. in paperback|2009|978-0-19-956331-9|eng|110 HE 210 S651|28
001506758|Snyder, Christopher M.|Microeconomic theory|11. ed., international ed.|2012|978-1-111-52551-4|eng|110 QC 100 S675(11)|08
001523121|Sodan, Helge|Grundgesetz|2., wesentlich überarb. Aufl.|2011|978-3-406-62556-5|ger|110 PL 374 S679(2)|09
001640082|Sodan, Helge|Grundkurs Öffentliches Recht|6., wesentl. überarb. Aufl.|2014|978-3-406-66169-3|ger|110 PL 375 S679(3)|09
001091136|Solymosi, Andreas|Grundkurs Algorithmen und Datenstrukturen||2000|3-528-05743-2|ger|110 ST 134 S692|12
000910411|Sommer, Roy|Grundkurs Cultural Studies / Kulturwissenschaft Großbritannien|1. Aufl.|2003|3-12-939634-9|ger|110 HD 300 S697|28
001550631|Sommerville, Ian|Software Engineering|9., aktualisierte Aufl.|2012|978-3-86894-099-2|ger|110 ST 230 S697(9)|12
001438028|Sommerville, Ian|Software engineering|9. ed., international ed.|2011|978-0-13-705346-9|eng|110 ST 230 S697(9e)|12
001542250|Spector, Paul E.|Industrial and organizational psychology|6. ed., international student ed.|2012|978-1-11-809227-9|eng|110 CW 4500 S741(6)|03
001528122|Speth, Hermann|Theorie und Praxis des Wirtschaftslehreunterrichts|10. Aufl.|2011|978-3-8120-0370-4|ger|110 DP 5300 S752(10)|05
000450328|Spoerer, Mark|Neue deutsche Wirtschaftsgeschichte des 20. Jahrhunderts||2013|978-3-486-58392-2|ger|110 QF 620 S762|08
001540749|Staack, Michael|Einführung in die internationale Politik|5., vollst. überarb. Aufl.|2012|978-3-486-59117-0|ger|110 MK 1000 K67(5)|07
001347318|Stadtler, Hartmut|Supply chain management and advanced planning|4. ed.|2008|978-3-540-74511-2|eng|110 QP 530 S777|08
001080204|Stafford-Yilmaz, Lynn|400 must-have words for the TOEFL||2005|0-07-144328-2|eng|110 HD 220 S779|28
001301186|Stahlknecht, Peter|Einführung in die Wirtschaftsinformatik|11., vollst. überarb. Aufl.|2005|3-540-01183-8|ger|110 ST 610 S781(11)|12
001356952|Standop, Ewald|Die Form der wissenschaftlichen Arbeit|18., bearb. und erw. Aufl.|2008|3-494-01437-X|ger|110 AK 39580 S785(18)|01
000187281|Steger, Angelika|Diskrete Strukturen|2. Aufl.|2007|978-3-540-46660-4|ger|110 SK 110 S817|11
001446077|Stein, Achim|Einführung in die französische Sprachwissenschaft|3., aktual. u. erw. Aufl.|2010|978-3-476-02313-1|ger|110 ID 1650 S819(3)|30
001456719|Stein, Ekkehart|Staatsrecht|21., neubearb. Aufl.|2010|978-3-16-150258-3|ger|110 PL 375 S819(21)|09
000799857|Steiner, René|Theorie und Praxis relationaler Datenbanken|4., verb. und erw. Aufl.|2000|3-528-35427-5|ger|110 ST 270 S822|12
001005564|Steinig, Wolfgang|Sprachdidaktik Deutsch|3., neu bearb. u. erw. Aufl.|2007|978-3-503-09821-7|ger|110 GB 2952 S822|29
001621620|Steinmann, Horst|Management|7., vollst. überarb. Aufl.|2013|978-3-8349-2213-7|ger|110 QP 300 S823(7)|08
001463675|Stemmler, Gerhard|Differentielle Psychologie und Persönlichkeitsforschung|7., vollst. überarb. Aufl.|2011|978-3-17-021008-0|ger|110 CR 1000 S824(7)|03
001446070|Stenzel, Hartmut|Einführung in die spanische Literaturwissenschaft|3., aktualisierte und erw. Aufl.|2010|978-3-476-02284-4|ger|110 IN 0940 S826|30
001403413|Stephany, Ursula|Arbeitstechniken Sprachwissenschaft||2009|978-3-7705-4750-0|ger|110 EC 1420 S827|27
000215644|Stern, Klaus|Das Staatsrecht der Bundesrepublik Deutschland||1980|3-406-07018-3|ger|110 PL 375 S839-2|09
000437212|Stern, Klaus|Das Staatsrecht der Bundesrepublik Deutschland|2., völlig neubearb. Aufl.|1984|3-406-09372-8|ger|110 PL 375 S839-1|09
000831872|Stern, Klaus|Das Staatsrecht der Bundesrepublik Deutschland||1988|3-406-07019-1|ger|110 PL 375 S839-3,1|09
000888289|Stern, Klaus|Das Staatsrecht der Bundesrepublik Deutschland||1994|3-406-33517-9|ger|110 PL 375 S839-3,2|09
001358446|Stern, Klaus|Verwaltungsprozessrecht in der Klausur|9., vollständig neu bearb. und erw. Aufl.|2008|978-3-406-55225-0|ger|110 PN 945 S839|09
001387120|Stevens, James|Applied multivariate statistics for the social sciences|5. ed.|2009|978-0-8058-5901-0|eng|110 MR 2100 S844|06
